TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2023,2,10,16,10,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.4372
Other Theft,2023,3,8,17,37,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.4372
Other Theft,2023,3,13,16,11,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.4372
Other Theft,2023,4,10,14,30,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.4372
Other Theft,2023,6,15,20,30,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.4372
Other Theft,2023,8,16,16,27,6XX W HASTINGS ST,Central Business District,491792.2628,5459114.4372
Other Theft,2023,9,23,10,42,6XX W KING EDWARD AVE,South Cambie,491333.1792,5455161.2211
Other Theft,2023,5,3,18,0,6XX W PENDER ST,Central Business District,491697.849,5459052.2823
Other Theft,2023,5,17,14,4,6XX W PENDER ST,Central Business District,491697.849,5459052.2823
Other Theft,2023,7,9,12,30,6XX W PENDER ST,Central Business District,491697.849,5459052.2823
Other Theft,2023,9,13,11,34,6XX W PENDER ST,Central Business District,491710.5903,5459040.1247
Other Theft,2023,11,5,18,20,6XX W PENDER ST,Central Business District,491718.3788,5459045.3322
Other Theft,2023,6,8,10,50,6XX W WATERFRONT RD,Central Business District,491873.0337,5459354.4172
Other Theft,2023,8,7,20,45,6XX W WATERFRONT RD,Central Business District,491873.0337,5459354.4172
Other Theft,2023,5,4,12,20,6XX W WATERFRONT RD,Central Business District,491903.461,5459345.5996
Other Theft,2023,6,18,0,0,6XX W WATERFRONT RD,Central Business District,491928.0516,5459322.8071
Other Theft,2023,3,25,22,26,6XX WOODLAND DR,Grandview-Woodland,494717.7266,5458498.1993
Other Theft,2023,4,2,5,8,70XX ANGUS DR,Kerrisdale,489215.3084,5452084.9264
Other Theft,2023,1,10,20,0,70XX CULLODEN ST,Sunset,494250.4362,5451875.0942
Other Theft,2023,10,4,10,0,70XX HEATHER ST,Oakridge,490982.9388,5452030.6612
Other Theft,2023,6,6,12,30,70XX MONT ROYAL SQ,Killarney,497239.92,5451925.4865
Other Theft,2023,6,1,7,43,70XX QUEBEC ST,Sunset,492425.6341,5451995.5362
Other Theft,2023,9,28,10,0,70XX STIRLING ST,Victoria-Fraserview,495584.8762,5451895.2125
Other Theft,2023,4,4,3,17,71XX ARBUTUS ST,Kerrisdale,488755.81,5452004.7597
Other Theft,2023,7,9,10,0,71XX BLENHEIM ST,Kerrisdale,486963.1308,5452057.0287
Other Theft,2023,3,7,9,0,71XX CHAMPLAIN CRES,Killarney,497646.2451,5451797.7503
Other Theft,2023,4,28,22,4,71XX CHAMPLAIN CRES,Killarney,497646.2451,5451797.7503
Other Theft,2023,1,6,17,24,71XX CHAMPLAIN CRES,Killarney,497647.0615,5451792.1789
Other Theft,2023,3,3,22,22,71XX INVERNESS ST,Sunset,494160.1589,5451851.1236
Other Theft,2023,2,3,16,30,71XX KERR ST,Killarney,496991.4946,5451719.815
Other Theft,2023,2,19,17,24,71XX KERR ST,Killarney,496991.4946,5451719.815
Other Theft,2023,7,10,20,11,71XX KERR ST,Killarney,496991.4946,5451719.815
Other Theft,2023,7,16,14,21,71XX KERR ST,Killarney,496991.4946,5451719.815
Other Theft,2023,8,21,20,26,71XX KERR ST,Killarney,496991.4946,5451719.815
Other Theft,2023,10,9,17,0,71XX KERR ST,Killarney,496991.4946,5451719.815
Other Theft,2023,11,21,14,57,71XX KERR ST,Killarney,496991.4946,5451719.815
Other Theft,2023,1,6,15,42,71XX KERR ST,Killarney,496991.5419,5451723.172
Other Theft,2023,1,26,15,50,71XX KERR ST,Killarney,496992.6385,5451801.2696
Other Theft,2023,10,7,3,17,72XX BEECHWOOD ST,Kerrisdale,488613.2752,5451952.7519
Other Theft,2023,7,22,18,50,72XX CARTIER ST,Oakridge,489976.1557,5451908.8906
Other Theft,2023,1,6,10,50,72XX INVERNESS ST,Sunset,494163.811,5451767.9875
Other Theft,2023,3,16,11,3,72XX KERR ST,Killarney,496989.4724,5451672.1271
Other Theft,2023,10,4,19,0,72XX KNIGHT ST,Sunset,494384.0888,5451720.5162
Other Theft,2023,8,13,18,30,72XX KNIGHT ST,Sunset,494384.1248,5451715.8597
Other Theft,2023,6,30,14,0,72XX KNIGHT ST,Victoria-Fraserview,494393.1966,5451725.2432
Other Theft,2023,9,30,6,15,72XX KNIGHT ST,Victoria-Fraserview,494393.1966,5451725.2432
Other Theft,2023,5,9,23,0,72XX LANCASTER PL,Killarney,496884.963,5451704.8286
Other Theft,2023,11,4,12,0,72XX ONTARIO ST,Oakridge,492271.7442,5451776.647
Other Theft,2023,11,15,9,30,73XX LAUREL ST,Marpole,490820.2126,5451768.8519
Other Theft,2023,10,9,0,30,73XX PINNACLE CRT,Killarney,497972.5678,5451556.4371
Other Theft,2023,6,12,13,0,74XX CULLODEN ST,Sunset,494273.1072,5451562.4445
Other Theft,2023,1,4,10,0,74XX DUMFRIES ST,Victoria-Fraserview,494503.9432,5451561.4361
Other Theft,2023,6,8,11,0,74XX MAIN ST,Sunset,492580.9758,5451600.4076
Other Theft,2023,5,27,17,0,74XX STANLEY PARK DR,Stanley Park,488646.928,5460991.5874
Other Theft,2023,11,18,11,45,74XX STANLEY PARK DR,Stanley Park,488646.928,5460991.5874
Other Theft,2023,3,18,14,30,74XX STANLEY PARK DR,Stanley Park,488648.6935,5460991.8411
Other Theft,2023,11,24,16,0,74XX TALON SQ,Killarney,498136.9942,5451559.174
Other Theft,2023,1,4,20,30,74XX YEW ST,Kerrisdale,488374.1837,5451791.4956
Other Theft,2023,8,12,15,40,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.7478
Other Theft,2023,8,28,13,1,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.7478
Other Theft,2023,11,21,10,0,75XX VICTORIA DR,Victoria-Fraserview,495190.1492,5451483.0456
Other Theft,2023,6,30,0,0,75XX WESTBANK PL,Killarney,497905.6983,5451576.8667
Other Theft,2023,5,12,18,0,76XX ARBUTUS ST,Kerrisdale,488735.095,5451573.2903
Other Theft,2023,6,28,13,30,76XX CAMBIE ST,Marpole,491470.7897,5451418.0265
Other Theft,2023,3,2,11,0,76XX CAMBIE ST,Marpole,491499.765,5451444.0613
Other Theft,2023,4,29,21,0,76XX PRINCE EDWARD ST,Sunset,492870.7818,5451383.374
Other Theft,2023,12,14,12,44,77XX CAMBIE ST,Marpole,491497.3202,5451348.1495
Other Theft,2023,1,4,12,0,77XX FRENCH ST,Marpole,489875.3756,5451472.9132
Other Theft,2023,9,14,17,45,77XX GRANVILLE ST,Marpole,489787.2774,5451380.7995
Other Theft,2023,2,24,15,12,77XX PRINCE ALBERT ST,Sunset,493594.8231,5451248.5347
Other Theft,2023,10,17,18,42,78XX GRANVILLE ST,Marpole,489775.3851,5451304.4944
Other Theft,2023,7,24,21,29,78XX MAIN ST,Sunset,492572.4666,5451289.5338
Other Theft,2023,10,24,22,16,78XX OAK ST,Marpole,490524.3099,5451254.5698
Other Theft,2023,3,21,0,0,78XX OAK ST,Marpole,490533.3399,5451251.1247
Other Theft,2023,6,13,15,30,78XX VIVIAN DR,Killarney,496068.5016,5451182.0986
Other Theft,2023,8,26,16,0,78XX VIVIAN DR,Killarney,496068.5016,5451182.0986
Other Theft,2023,12,14,18,15,78XX YUKON ST,Marpole,491655.9303,5451179.2977
Other Theft,2023,11,6,10,0,79XX KNIGHT ST,Victoria-Fraserview,494388.0765,5451061.6162
Other Theft,2023,5,27,10,0,7X ATHLETES WAY,Mount Pleasant,492295.0194,5457651.1202
Other Theft,2023,11,9,22,0,7X E 17TH AVE,Riley Park,492462.1771,5455892.8185
Other Theft,2023,5,27,4,30,7X E 33RD AVE,Riley Park,492449.8232,5454205.6237
Other Theft,2023,7,19,8,41,7X E 41ST AVE,Sunset,492396.7003,5453373.1747
Other Theft,2023,10,21,18,30,7X E 43RD AVE,Sunset,492417.1971,5453140.0861
Other Theft,2023,12,22,19,0,7X E 49TH AVE,Sunset,492393.7513,5452547.7196
Other Theft,2023,10,7,5,0,7X E 51ST AVE,Sunset,492391.7167,5452334.9216
Other Theft,2023,11,5,1,20,7X E 51ST AVE,Sunset,492391.7167,5452334.9216
Other Theft,2023,8,5,19,0,7X E 57TH AVE,Sunset,492381.5991,5451750.6208
Other Theft,2023,5,7,17,0,7X E HASTINGS ST,Central Business District,492526.3345,5458749.3501
Other Theft,2023,12,13,5,3,7X N RENFREW ST,Hastings-Sunrise,496792.7066,5459186.5797
Other Theft,2023,8,30,14,54,7X W 1ST AVE,Mount Pleasant,492290.2852,5457512.8789
Other Theft,2023,11,4,14,0,7X W CORDOVA ST,Central Business District,492286.6722,5458892.8022
Other Theft,2023,9,7,22,38,7X W HASTINGS ST,Central Business District,492256.9786,5458791.146
Other Theft,2023,1,6,17,30,7X WALTER HARDWICK AVE,Mount Pleasant,492290.7814,5457582.7489
Other Theft,2023,4,7,21,45,7X WALTER HARDWICK AVE,Mount Pleasant,492290.7814,5457582.7489
Other Theft,2023,7,25,14,0,7XX BEATTY ST,Central Business District,491728.7754,5458332.4573
Other Theft,2023,9,29,18,30,7XX BEATTY ST,Central Business District,491728.7754,5458332.4573
Other Theft,2023,7,5,17,41,7XX BEATTY ST,Central Business District,491741.5615,5458358.1736
Other Theft,2023,7,30,9,40,7XX BEATTY ST,Central Business District,491789.6906,5458406.2994
Other Theft,2023,8,27,4,0,7XX BEATTY ST,Central Business District,491789.6906,5458406.2994
Other Theft,2023,10,11,17,50,7XX BURRARD ST,West End,491098.6348,5458990.5199
Other Theft,2023,1,2,14,0,7XX BURRARD ST,Central Business District,491116.9076,5458995.6338
Other Theft,2023,1,5,17,54,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,1,13,16,46,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,1,16,15,22,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,1,16,15,36,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,1,16,17,58,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,1,28,17,44,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,2,22,13,59,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,3,11,12,14,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,5,7,17,9,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,5,21,15,8,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,6,2,18,25,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,6,3,16,57,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,6,9,15,35,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,6,14,18,25,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,6,18,16,50,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,6,22,18,50,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,7,2,19,4,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,7,4,17,43,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,7,27,18,47,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,8,10,18,33,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,8,11,14,48,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,8,16,15,39,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,8,21,16,1,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,9,4,14,0,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,10,14,12,36,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,10,15,16,9,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,10,22,13,20,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,11,13,18,6,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,11,15,14,54,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,11,16,15,10,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,11,16,17,34,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,11,28,17,41,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,11,30,14,47,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,4,20,7,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,5,16,50,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,5,18,55,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,6,15,10,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,6,15,20,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,6,16,50,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,7,12,0,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,13,18,0,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,27,15,18,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,12,28,13,58,7XX BURRARD ST,Central Business District,491117.4327,5458996.1484
Other Theft,2023,2,21,10,32,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,4,4,9,21,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,5,9,19,35,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,5,25,17,35,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,6,4,15,49,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,6,10,19,5,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,8,2,21,28,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,8,11,15,46,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,9,30,19,45,7XX BURRARD ST,Central Business District,491119.4089,5458998.0868
Other Theft,2023,3,15,11,50,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,3,18,14,7,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,5,4,18,7,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,5,25,19,23,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,5,30,18,48,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,9,16,10,5,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,9,22,15,21,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,11,14,17,30,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,12,20,10,44,7XX BURRARD ST,Central Business District,491135.8351,5459014.1984
Other Theft,2023,12,4,19,2,7XX BURRARD ST,West End,491144.0834,5459035.096
Other Theft,2023,9,3,16,0,7XX BUTE ST,West End,490795.069,5459279.3614
Other Theft,2023,1,30,21,26,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,1,30,22,44,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,6,18,45,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,8,18,18,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,11,14,49,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,11,20,49,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,12,20,26,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,13,19,40,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,20,14,32,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,20,17,43,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,23,11,22,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,24,20,8,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,2,27,19,19,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,3,5,16,45,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,3,8,17,59,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,3,9,21,56,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,3,13,21,31,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,3,14,20,0,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,4,10,12,57,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,4,16,20,1,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,4,17,20,50,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,4,24,18,27,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,4,27,12,44,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,5,6,17,45,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,5,8,20,51,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,5,11,22,30,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,5,19,15,36,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,5,29,21,19,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,5,31,20,5,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,6,3,18,53,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,6,14,16,11,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,6,16,20,20,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,6,16,22,59,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,6,18,16,27,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,6,21,18,14,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,6,26,22,0,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,7,3,16,52,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,7,5,17,50,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,7,5,20,4,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,7,9,14,0,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,7,11,20,38,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,7,12,14,48,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,7,24,17,24,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,7,30,16,50,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,8,17,17,12,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,8,21,13,2,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,8,31,10,22,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,8,31,12,40,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,9,11,20,0,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,9,14,17,37,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,9,17,17,45,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,9,27,16,46,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,2,17,54,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,2,21,10,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,3,21,26,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,7,15,26,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,7,20,30,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,15,17,50,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,16,17,1,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,20,10,58,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,22,10,45,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,22,17,42,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,25,19,2,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,26,14,0,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,30,20,20,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,31,22,1,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,11,4,17,46,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,11,12,14,2,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,11,19,15,0,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,11,20,18,12,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,11,21,12,30,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,4,20,36,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,5,15,12,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,5,16,3,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,13,17,30,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,14,19,56,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,14,22,43,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,23,17,25,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,30,12,13,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,30,14,1,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,12,30,17,35,7XX BUTE ST,West End,490796.7279,5459281.2509
Other Theft,2023,10,20,12,0,7XX CHILCO ST,West End,490015.3249,5460150.4156
Other Theft,2023,2,19,23,14,7XX DAVIE ST,Central Business District,490777.6005,5458311.0872
Other Theft,2023,4,23,12,0,7XX DAVIE ST,Central Business District,490777.6005,5458311.0872
Other Theft,2023,5,14,15,36,7XX DAVIE ST,Central Business District,490777.6005,5458311.0872
Other Theft,2023,5,25,13,18,7XX DAVIE ST,Central Business District,490777.6005,5458311.0872
Other Theft,2023,6,27,12,11,7XX DAVIE ST,Central Business District,490777.6005,5458311.0872
Other Theft,2023,8,29,18,56,7XX DAVIE ST,Central Business District,490777.6005,5458311.0872
Other Theft,2023,10,26,21,25,7XX DAVIE ST,Central Business District,490777.6005,5458311.0872
Other Theft,2023,12,28,21,30,7XX DAVIE ST,Central Business District,490777.6005,5458311.0872
Other Theft,2023,5,8,7,5,7XX DAVIE ST,Central Business District,490783.7353,5458304.9989
Other Theft,2023,8,10,9,32,7XX DAVIE ST,Central Business District,490783.7353,5458304.9989
Other Theft,2023,6,26,15,0,7XX DAVIE ST,Central Business District,490795.8192,5458293.0064
Other Theft,2023,9,9,2,20,7XX DAVIE ST,Central Business District,490802.4357,5458286.4405
Other Theft,2023,8,3,11,8,7XX DAVIE ST,Central Business District,490808.4322,5458280.4889
Other Theft,2023,8,22,12,14,7XX DAVIE ST,Central Business District,490808.4322,5458280.4889
Other Theft,2023,1,12,8,32,7XX DAVIE ST,Central Business District,490816.8409,5458272.1439
Other Theft,2023,2,18,20,36,7XX DAVIE ST,Central Business District,490816.8409,5458272.1439
Other Theft,2023,4,27,13,0,7XX DAVIE ST,Central Business District,490816.8409,5458272.1439
Other Theft,2023,5,25,17,0,7XX DAVIE ST,Central Business District,490816.8409,5458272.1439
Other Theft,2023,6,1,5,0,7XX DAVIE ST,Central Business District,490816.8409,5458272.1439
Other Theft,2023,7,31,15,0,7XX DENMAN ST,West End,490158.5335,5459884.0315
Other Theft,2023,2,15,16,29,7XX DENMAN ST,West End,490168.0394,5459880.632
Other Theft,2023,8,16,17,0,7XX DENMAN ST,West End,490172.5579,5459885.1895
Other Theft,2023,9,3,16,59,7XX DENMAN ST,West End,490172.5579,5459885.1895
Other Theft,2023,9,3,17,9,7XX DENMAN ST,West End,490172.5579,5459885.1895
Other Theft,2023,6,24,8,0,7XX DRAKE ST,Central Business District,490642.3582,5458226.7686
Other Theft,2023,1,10,12,45,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,4,6,17,50,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,4,18,11,42,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,4,29,23,34,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,5,12,5,6,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,5,15,15,20,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,6,16,19,5,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,7,22,17,45,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,7,28,12,10,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,9,1,0,1,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,9,2,0,0,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,9,6,10,0,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,9,6,13,42,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,9,9,19,37,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,9,13,16,2,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,10,9,11,5,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,10,19,10,22,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.5702
Other Theft,2023,1,2,16,8,7XX DUNSMUIR ST,Central Business District,491511.6366,5459023.6766
Other Theft,2023,1,5,16,0,7XX DUNSMUIR ST,Central Business District,491511.6366,5459023.6766
Other Theft,2023,1,7,16,2,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,1,10,14,26,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,1,17,15,2,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,1,24,15,0,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,2,9,10,51,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,2,13,17,1,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,2,21,18,28,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,2,22,15,12,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,2,23,18,29,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
Other Theft,2023,2,24,14,10,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.8055
