TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2023,10,24,18,0,5XX WOODLAND DR,Grandview-Woodland,494719.8693,5458618.163
Theft from Vehicle,2023,11,27,10,0,60XX ADERA ST,Kerrisdale,489563.4806,5453211.025
Theft from Vehicle,2023,9,8,0,31,60XX COLLINGWOOD PL,Dunbar-Southlands,486713.5554,5453223.517
Theft from Vehicle,2023,1,4,20,30,60XX CROWN ST,Kerrisdale,485893.5351,5453271.177
Theft from Vehicle,2023,7,16,3,0,60XX TRAFALGAR ST,Kerrisdale,487932.3391,5453253.053
Theft from Vehicle,2023,8,8,18,0,60XX VINE ST,Kerrisdale,488353.1507,5453224.089
Theft from Vehicle,2023,9,9,22,0,61XX LARCH ST,Kerrisdale,488135.408,5453120.583
Theft from Vehicle,2023,4,24,4,11,61XX ST CLAIR PL,Kerrisdale,486092.1109,5453182.147
Theft from Vehicle,2023,12,20,23,0,61XX VINE ST,Kerrisdale,488350.7395,5453139.108
Theft from Vehicle,2023,10,7,21,45,62XX EAST BLVD,Kerrisdale,488705.1833,5452952.862
Theft from Vehicle,2023,5,14,12,30,62XX STANLEY PARK DR,Stanley Park,489149.4793,5461972.835
Theft from Vehicle,2023,12,20,17,0,62XX YEW ST,Kerrisdale,488452.1013,5453038.045
Theft from Vehicle,2023,4,24,20,0,63XX WEST BLVD,Kerrisdale,488653.6952,5452892.057
Theft from Vehicle,2023,3,20,20,0,64XX ADERA ST,Kerrisdale,489552.8459,5452801.652
Theft from Vehicle,2023,10,29,21,42,64XX ANGUS DR,Kerrisdale,489235.4543,5452810.439
Theft from Vehicle,2023,7,23,17,0,64XX LABURNUM ST,Kerrisdale,489019.0001,5452814.385
Theft from Vehicle,2023,6,30,23,0,64XX LARCH ST,Kerrisdale,488126.2525,5452782.091
Theft from Vehicle,2023,10,14,2,0,64XX WILTSHIRE ST,Kerrisdale,489331.9967,5452718.104
Theft from Vehicle,2023,12,20,21,0,65XX VINE ST,Kerrisdale,488349.8003,5452726.196
Theft from Vehicle,2023,6,23,21,30,65XX WILTSHIRE ST,Kerrisdale,489320.4567,5452625.838
Theft from Vehicle,2023,6,26,23,0,66XX ADERA ST,Kerrisdale,489549.4995,5452590.983
Theft from Vehicle,2023,11,27,22,0,67XX ADERA ST,Kerrisdale,489548.6825,5452488.752
Theft from Vehicle,2023,9,10,18,0,67XX MAPLE ST,Kerrisdale,488911.3913,5452482.009
Theft from Vehicle,2023,3,17,13,40,67XX STANLEY PARK DR,Stanley Park,488829.1697,5461573.223
Theft from Vehicle,2023,5,17,12,15,67XX STANLEY PARK DR,Stanley Park,488829.1697,5461573.223
Theft from Vehicle,2023,5,17,13,30,67XX STANLEY PARK DR,Stanley Park,488829.1697,5461573.223
Theft from Vehicle,2023,7,5,9,55,67XX STANLEY PARK DR,Stanley Park,488829.1697,5461573.223
Theft from Vehicle,2023,10,19,17,30,68XX ADERA ST,Kerrisdale,489536.1858,5452322.825
Theft from Vehicle,2023,11,27,12,30,68XX ADERA ST,Kerrisdale,489536.1858,5452322.825
Theft from Vehicle,2023,6,4,14,0,68XX CYPRESS ST,Kerrisdale,489102.5565,5452288.935
Theft from Vehicle,2023,8,17,21,30,68XX MARGUERITE ST,Kerrisdale,489426.6759,5452282.564
Theft from Vehicle,2023,10,5,18,0,68XX WILTSHIRE ST,Kerrisdale,489323.2173,5452377.486
Theft from Vehicle,2023,7,6,0,0,69XX CHURCHILL ST,Kerrisdale,489678.6778,5452212.697
Theft from Vehicle,2023,9,10,18,30,69XX WILTSHIRE ST,Kerrisdale,489308.3281,5452159.32
Theft from Vehicle,2023,12,5,4,40,6XX RUPERT ST,Hastings-Sunrise,497561.2944,5458477.868
Theft from Vehicle,2023,11,19,21,0,6XX SALSBURY DR,Grandview-Woodland,495034.6719,5458507.795
Theft from Vehicle,2023,8,10,4,30,71XX ANGUS DR,Kerrisdale,489211.7438,5451961.086
Theft from Vehicle,2023,8,10,4,15,71XX ANGUS DR,Kerrisdale,489212.1714,5451975.952
Theft from Vehicle,2023,6,25,6,0,73XX LABURNUM ST,Kerrisdale,489001.5284,5451781.943
Theft from Vehicle,2023,6,18,21,30,74XX ANGUS DR,Kerrisdale,489194.0518,5451701.215
Theft from Vehicle,2023,8,21,11,58,74XX LABURNUM ST,Kerrisdale,488997.9355,5451662.544
Theft from Vehicle,2023,10,4,11,20,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.748
Theft from Vehicle,2023,6,30,21,0,79XX ANGUS DR,Kerrisdale,489183.5121,5451258.219
Theft from Vehicle,2023,5,28,7,0,79XX LABURNUM ST,Kerrisdale,488996.8619,5451238.376
Theft from Vehicle,2023,11,5,5,0,7XX CASSIAR ST,Hastings-Sunrise,497758.6409,5458386.955
Theft from Vehicle,2023,11,10,19,47,7XX CASSIAR ST,Hastings-Sunrise,497765.6562,5458301.637
Theft from Vehicle,2023,3,8,16,0,7XX CLARK DR,Grandview-Woodland,494387.482,5458423.626
Theft from Vehicle,2023,10,22,1,0,7XX GARDEN DR,Grandview-Woodland,495795.0369,5458331.273
Theft from Vehicle,2023,8,29,16,0,7XX KOOTENAY ST,Hastings-Sunrise,498133.6607,5458388.666
Theft from Vehicle,2023,1,8,0,0,7XX RENFREW ST,Hastings-Sunrise,496797.0946,5458387.726
Theft from Vehicle,2023,7,12,23,0,7XX RENFREW ST,Hastings-Sunrise,496797.116,5458390.798
Theft from Vehicle,2023,10,19,0,0,7XX RUPERT ST,Hastings-Sunrise,497561.1181,5458360.255
Theft from Vehicle,2023,5,1,18,0,7XX SLOCAN ST,Hastings-Sunrise,496414.0902,5458342.912
Theft from Vehicle,2023,12,2,22,30,7XX WINDERMERE ST,Hastings-Sunrise,497369.9669,5458382.795
Theft from Vehicle,2023,10,13,20,0,81XX LABURNUM ST,Kerrisdale,489109.2064,5451084.714
Theft from Vehicle,2023,5,14,2,30,81XX TIDEWATER PL,Kerrisdale,488757.8082,5451033.951
Theft from Vehicle,2023,5,13,23,0,82XX TUGBOAT PL,Kerrisdale,488850.0131,5450938.553
Theft from Vehicle,2023,5,26,2,0,83XX TIDEWATER PL,Kerrisdale,488736.5023,5450953.023
Theft from Vehicle,2023,1,13,15,30,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.827
Theft from Vehicle,2023,3,18,13,15,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.827
Theft from Vehicle,2023,5,14,11,0,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.827
Theft from Vehicle,2023,5,19,14,20,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.827
Theft from Vehicle,2023,6,23,13,0,86XX N LAGOON DR,Stanley Park,489339.9921,5460375.76
Theft from Vehicle,2023,8,23,10,30,86XX N LAGOON DR,Stanley Park,489339.9921,5460375.76
Theft from Vehicle,2023,9,8,16,15,86XX N LAGOON DR,Stanley Park,489339.9921,5460375.76
Theft from Vehicle,2023,9,16,15,30,86XX N LAGOON DR,Stanley Park,489339.9921,5460375.76
Theft from Vehicle,2023,5,14,10,40,8XX AVISON WAY,Stanley Park,490531.2051,5460907.127
Theft from Vehicle,2023,5,14,12,24,8XX AVISON WAY,Stanley Park,490531.2051,5460907.127
Theft from Vehicle,2023,5,15,15,43,8XX AVISON WAY,Stanley Park,490531.2051,5460907.127
Theft from Vehicle,2023,12,1,11,0,8XX AVISON WAY,Stanley Park,490531.2051,5460907.127
Theft from Vehicle,2023,6,13,18,0,8XX CASSIAR ST,Hastings-Sunrise,497766.9328,5458295.714
Theft from Vehicle,2023,12,1,12,0,8XX KAMLOOPS ST,Hastings-Sunrise,496032.3008,5458301.397
Theft from Vehicle,2023,2,3,11,0,8XX LILLOOET ST,Hastings-Sunrise,497176.8707,5458290.302
Theft from Vehicle,2023,7,8,12,0,8XX PIPELINE RD,Stanley Park,490131.1603,5461107.371
Theft from Vehicle,2023,9,3,9,43,8XX PIPELINE RD,Stanley Park,490131.1603,5461107.371
Theft from Vehicle,2023,10,19,13,0,8XX STANLEY PARK DR,Stanley Park,490637.6731,5460428.475
Theft from Vehicle,2023,2,9,22,0,9X CASSIAR ST,Hastings-Sunrise,497759.3347,5459024.156
Theft from Vehicle,2023,1,22,16,0,9XX BOUNDARY RD,Hastings-Sunrise,498276.1887,5458217.948
Theft from Vehicle,2023,2,27,12,0,9XX CASSIAR ST,Hastings-Sunrise,497769.3819,5458156.224
Theft from Vehicle,2023,11,10,15,45,9XX CASSIAR ST,Hastings-Sunrise,497769.3819,5458156.224
Theft from Vehicle,2023,1,16,21,30,9XX COTTON DR,Grandview-Woodland,494809.8754,5458214.086
Theft from Vehicle,2023,9,30,23,0,9XX MCLEAN DR,Grandview-Woodland,494595.0889,5458214.598
Theft from Vehicle,2023,10,6,13,0,9XX SALSBURY DR,Grandview-Woodland,495081.8341,5458176.495
Theft from Vehicle,2023,5,13,10,30,9XX STANLEY PARK DR,Stanley Park,490728.5282,5460452.009
Theft from Vehicle,2023,9,6,9,39,9XX STANLEY PARK DR,Stanley Park,490762.8629,5460494.283
Theft from Vehicle,2023,9,8,11,0,ADANAC ST / GARDEN DR,Grandview-Woodland,495790.1932,5458303.028
Theft from Vehicle,2023,11,8,7,38,ADERA ST / W 57TH AVE,Kerrisdale,489527.914,5451858.623
Theft from Vehicle,2023,10,21,22,45,ALMA ST / W 12TH AVE,Kitsilano,486473.0743,5456561.551
Theft from Vehicle,2023,8,27,22,0,ANGUS DR / W 59TH AVE,Kerrisdale,489199.3247,5451672.641
Theft from Vehicle,2023,4,15,11,0,ARBUTUS ST / W 14TH AVE,Kitsilano,488858.9722,5456275.708
Theft from Vehicle,2023,3,19,1,0,ARBUTUS ST / W 3RD AVE,Kitsilano,488888.6074,5457373.815
Theft from Vehicle,2023,2,16,14,30,BALACLAVA ST / SOUTHLANDS PL,Kerrisdale,487197.1448,5453121.707
Theft from Vehicle,2023,2,27,19,30,BALACLAVA ST / W 41ST AVE,Dunbar-Southlands,487134.4784,5453567.508
Theft from Vehicle,2023,2,6,22,0,BALACLAVA ST / W 8TH AVE,Kitsilano,487343.7828,5456935.793
Theft from Vehicle,2023,2,13,22,0,BALACLAVA ST / W 8TH AVE,Kitsilano,487343.7828,5456935.793
Theft from Vehicle,2023,7,17,20,0,BAYSWATER ST / W 6TH AVE,Kitsilano,487548.9848,5457115.777
Theft from Vehicle,2023,9,24,0,0,BLANCA ST / W 11TH AVE,West Point Grey,484337.9146,5456713.752
Theft from Vehicle,2023,3,2,13,10,BLENHEIM ST / CELTIC AVE,Kerrisdale,486967.7069,5451774.225
Theft from Vehicle,2023,9,15,23,30,BLENHEIM ST / W 42ND AVE,Dunbar-Southlands,486989.8358,5453463.071
Theft from Vehicle,2023,3,23,22,0,BOUNDARY RD / E PENDER ST,Hastings-Sunrise,498281.4099,5458608.671
Theft from Vehicle,2023,1,24,0,30,CAMBRIDGE ST / N NANAIMO ST,Grandview-Woodland,495888.9884,5459332.372
Theft from Vehicle,2023,6,13,23,30,CAMBRIDGE ST / N SLOCAN ST,Hastings-Sunrise,496413.9451,5459331.626
Theft from Vehicle,2023,9,1,19,0,CAMOSUN ST / W 15TH AVE,West Point Grey,485657.3352,5456274.809
Theft from Vehicle,2023,3,17,7,50,CAMOSUN ST / W 34TH AVE,Dunbar-Southlands,485675.3301,5454318.544
Theft from Vehicle,2023,1,27,17,0,CARNARVON ST / W 10TH AVE,Kitsilano,487479.3304,5456736.789
Theft from Vehicle,2023,7,30,21,0,CARNARVON ST / W 12TH AVE,Kitsilano,487474.3074,5456534.712
Theft from Vehicle,2023,6,12,1,30,CARNARVON ST / W 29TH AVE,Dunbar-Southlands,487410.8339,5454830.655
Theft from Vehicle,2023,7,8,0,0,CASSIAR ST / DUNDAS ST,Hastings-Sunrise,497754.2784,5459115.722
Theft from Vehicle,2023,6,11,22,0,CHESTNUT ST / CREELMAN AVE,Kitsilano,489361.4218,5457973.47
Theft from Vehicle,2023,6,1,0,1,CLARK DR / NAPIER ST,Grandview-Woodland,494377.444,5458023.274
Theft from Vehicle,2023,3,29,23,50,COLLINGWOOD ST / W 23RD AVE,Dunbar-Southlands,486765.4662,5455478.563
Theft from Vehicle,2023,9,12,21,0,COLLINGWOOD ST / W 4TH AVE,Kitsilano,486778.9302,5457327.12
Theft from Vehicle,2023,2,14,16,15,COMMERCIAL DR / E PENDER ST,Grandview-Woodland,494877.6341,5458616.814
Theft from Vehicle,2023,12,31,18,18,COMMERCIAL DR / GRANT ST,Grandview-Woodland,494935.1183,5457625.997
Theft from Vehicle,2023,6,19,13,30,COMMERCIAL DR / GRAVELEY ST,Grandview-Woodland,494933.3117,5457528.935
Theft from Vehicle,2023,2,21,23,44,COMMERCIAL DR / GRAVELEY ST,Grandview-Woodland,494933.312,5457528.935
Theft from Vehicle,2023,8,31,14,30,COMMERCIAL DR / KITCHENER ST,Grandview-Woodland,494936.5132,5457711.152
Theft from Vehicle,2023,11,16,23,0,COTTON DR / E 3RD AVE,Grandview-Woodland,494790.7308,5457229.953
Theft from Vehicle,2023,9,22,20,0,COTTON DR / GRAVELEY ST,Grandview-Woodland,494794.2307,5457530.422
Theft from Vehicle,2023,1,23,17,0,CYPRESS ST / W 3RD AVE,Kitsilano,489237.3008,5457365.362
Theft from Vehicle,2023,8,12,22,0,DISCOVERY ST / W 11TH AVE,West Point Grey,485226.8857,5456691.38
Theft from Vehicle,2023,2,9,0,1,DUNBAR ST / W 4TH AVE,Kitsilano,486640.7147,5457330.055
Theft from Vehicle,2023,6,14,0,21,DUNDAS ST / SEMLIN DR,Grandview-Woodland,495378.1713,5459119.118
Theft from Vehicle,2023,6,22,1,40,DUNDAS ST / SEMLIN DR,Grandview-Woodland,495378.1713,5459119.118
Theft from Vehicle,2023,1,21,18,0,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513.2404,5457433.187
Theft from Vehicle,2023,2,5,10,0,E 1ST AVE / NANAIMO ST,Hastings-Sunrise,495881.9559,5457406.974
Theft from Vehicle,2023,3,9,3,22,E 4TH AVE / NOOTKA ST,Hastings-Sunrise,496979.8181,5457100.214
Theft from Vehicle,2023,8,20,18,0,E 5TH AVE / SLOCAN ST,Hastings-Sunrise,496399.114,5456995.074
Theft from Vehicle,2023,6,28,6,20,E 7TH AVE / NANAIMO ST,Grandview-Woodland,495881.9604,5456792.306
Theft from Vehicle,2023,1,1,0,0,E GEORGIA ST / VICTORIA DR,Grandview-Woodland,495227.7243,5458404.796
Theft from Vehicle,2023,10,30,10,37,E HASTINGS ST / GARDEN DR,Grandview-Woodland,495793.3962,5458714.568
Theft from Vehicle,2023,3,17,18,20,E HASTINGS ST / KASLO ST,Hastings-Sunrise,496606.464,5458712.205
Theft from Vehicle,2023,12,14,9,30,E HASTINGS ST / PENTICTON ST,Hastings-Sunrise,496219.8763,5458713.391
Theft from Vehicle,2023,1,27,17,26,E HASTINGS ST / PENTICTON ST,Hastings-Sunrise,496219.8767,5458713.391
Theft from Vehicle,2023,1,5,21,0,E HASTINGS ST / SALSBURY DR,Grandview-Woodland,495033.2589,5458722.973
Theft from Vehicle,2023,3,22,1,0,E HASTINGS ST / SLOCAN ST,Hastings-Sunrise,496411.7739,5458712.862
Theft from Vehicle,2023,7,27,20,20,E PENDER ST / MCLEAN DR,Grandview-Woodland,494609.1444,5458621.595
Theft from Vehicle,2023,1,6,1,0,E PENDER ST / VICTORIA DR,Grandview-Woodland,495229.7809,5458611.895
Theft from Vehicle,2023,12,10,6,30,E PENDER ST / WOODLAND DR,Grandview-Woodland,494715.3228,5458619.703
Theft from Vehicle,2023,1,6,17,0,ETON ST / N KASLO ST,Hastings-Sunrise,496604.2978,5459440.922
Theft from Vehicle,2023,5,3,23,0,FRANCES ST / WOODLAND DR,Grandview-Woodland,494713.5898,5458519.628
Theft from Vehicle,2023,2,4,18,30,FRANKLIN ST / LAKEWOOD DR,Grandview-Woodland,495513.9141,5458818.744
Theft from Vehicle,2023,1,9,19,0,GARDEN DR / GRAVELEY ST,Grandview-Woodland,495781.9385,5457516.769
Theft from Vehicle,2023,3,17,13,30,GRANT ST / MCLEAN DR,Grandview-Woodland,494516.4138,5457638.349
Theft from Vehicle,2023,5,9,11,0,HIGHBURY ST / W 4TH AVE,West Point Grey,486350.2957,5457336.14
Theft from Vehicle,2023,9,27,12,0,HIGHBURY ST / W 4TH AVE,West Point Grey,486350.2957,5457336.14
Theft from Vehicle,2023,6,27,21,0,HIGHBURY ST / W 8TH AVE,West Point Grey,486341.7984,5456961.468
Theft from Vehicle,2023,4,4,20,0,LABURNUM ST / W 61ST AVE,Kerrisdale,488987.3828,5451489.126
Theft from Vehicle,2023,4,9,20,0,LARCH ST / W 3RD AVE,Kitsilano,488197.806,5457390.539
Theft from Vehicle,2023,7,17,18,0,LARCH ST / W 5TH AVE,Kitsilano,488193.8097,5457196.233
Theft from Vehicle,2023,3,19,0,0,LARCH ST / W BROADWAY AVE,Kitsilano,488183.8277,5456814.917
Theft from Vehicle,2023,7,20,18,0,LILLOOET ST / TURNER ST,Hastings-Sunrise,497174.687,5458481.805
Theft from Vehicle,2023,5,27,11,15,LOVERS WALK / STANLEY PARK DR,Stanley Park,488581.8197,5460905.71
Theft from Vehicle,2023,12,13,20,30,MAPLE ST / W 10TH AVE,Kitsilano,489044.6389,5456684.344
Theft from Vehicle,2023,4,20,23,0,MAPLE ST / W 1ST AVE,Kitsilano,489064.7896,5457564.731
Theft from Vehicle,2023,11,18,16,30,MAPLE ST / W 5TH AVE,Kitsilano,489056.9389,5457172.514
Theft from Vehicle,2023,2,20,20,0,MCGILL ST / WALL ST,Grandview-Woodland,495635.3335,5459522.58
Theft from Vehicle,2023,2,21,0,0,MCGILL ST / WALL ST,Hastings-Sunrise,496992.4561,5459561.836
Theft from Vehicle,2023,6,28,23,0,MCLEAN DR / POWELL ST,Grandview-Woodland,494614.3351,5458945.531
Theft from Vehicle,2023,1,25,0,0,N LAKEWOOD DR / OXFORD ST,Grandview-Woodland,495519.0924,5459220.289
Theft from Vehicle,2023,7,20,0,0,N NANAIMO ST / OXFORD ST,Grandview-Woodland,495889.121,5459217.41
Theft from Vehicle,2023,8,3,20,0,NANAIMO ST / NAPIER ST,Grandview-Woodland,495884.6981,5458001.394
Theft from Vehicle,2023,1,4,23,0,OLYMPIC ST / SW MARINE DR,Dunbar-Southlands,486194.6098,5453287.612
Theft from Vehicle,2023,10,6,15,0,PARKER ST / SALSBURY DR,Grandview-Woodland,495085.4206,5458112.41
Theft from Vehicle,2023,1,4,20,30,PARKER ST / SALSBURY DR,Grandview-Woodland,495085.421,5458112.409
Theft from Vehicle,2023,7,18,3,10,PARKER ST / SLOCAN ST,Hastings-Sunrise,496409.2834,5458117.334
Theft from Vehicle,2023,6,25,10,30,PENTICTON ST / TURNER ST,Hastings-Sunrise,496218.4819,5458484.225
Theft from Vehicle,2023,10,12,19,30,PENTICTON ST / WILLIAM ST,Hastings-Sunrise,496216.1536,5457932.753
Theft from Vehicle,2023,6,4,17,0,SASAMAT ST / W 10TH AVE,West Point Grey,484785.3497,5456806.89
Theft from Vehicle,2023,8,31,3,0,STEPHENS ST / W 6TH AVE,Kitsilano,487893.4816,5457107.304
Theft from Vehicle,2023,5,26,1,0,TIDEWATER PL / W 75TH AVE,Kerrisdale,488725.4876,5450891.417
Theft from Vehicle,2023,1,9,21,30,TRAFALGAR ST / W 3RD AVE,Kitsilano,488031.8473,5457394.567
Theft from Vehicle,2023,7,21,0,0,TRAFALGAR ST / W 8TH AVE,Kitsilano,488021.7918,5456919.111
Theft from Vehicle,2023,8,15,14,0,TRUTCH ST / W 5TH AVE,Kitsilano,487210.4938,5457219.131
Theft from Vehicle,2023,1,16,21,30,VENABLES ST / WOODLAND DR,Grandview-Woodland,494665.6454,5458220.147
Theft from Vehicle,2023,6,13,12,0,VINE ST / W 4TH AVE,Kitsilano,488541.8578,5457281.443
Theft from Vehicle,2023,8,21,18,0,W 30TH AVE / WALLACE ST,Dunbar-Southlands,486105.7583,5454736.465
Theft from Vehicle,2023,5,3,18,0,W 48TH AVE / WEST BLVD,Kerrisdale,488667.9971,5452826.803
Theft of Bicycle,2023,9,19,14,30,10XX COTTON DR,Grandview-Woodland,494798.5271,5458176.138
Theft of Bicycle,2023,5,4,16,0,10XX LAGOON DR,Stanley Park,489311.1176,5460044.465
Theft of Bicycle,2023,8,18,22,0,10XX LAGOON DR,Stanley Park,489603.374,5460043.005
Theft of Bicycle,2023,10,21,22,0,11XX COTTON DR,Grandview-Woodland,494806.782,5457951.044
Theft of Bicycle,2023,10,10,18,30,11XX STANLEY PARK DR,Stanley Park,490956.9849,5460598.568
Theft of Bicycle,2023,5,14,14,0,13XX ARBUTUS ST,Kitsilano,488900.5851,5457975.588
Theft of Bicycle,2023,5,17,17,45,13XX ARBUTUS ST,Kitsilano,488900.5851,5457975.588
Theft of Bicycle,2023,5,17,18,0,13XX ARBUTUS ST,Kitsilano,488900.5851,5457975.588
Theft of Bicycle,2023,8,11,16,30,13XX ARBUTUS ST,Kitsilano,488900.5851,5457975.588
Theft of Bicycle,2023,3,26,17,0,13XX E 1ST AVE,Grandview-Woodland,494435.7066,5457429.595
Theft of Bicycle,2023,9,16,12,30,13XX E 7TH AVE,Grandview-Woodland,494453.6754,5456835.752
Theft of Bicycle,2023,5,12,18,30,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.458
Theft of Bicycle,2023,5,13,13,15,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.458
Theft of Bicycle,2023,5,26,18,30,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.458
Theft of Bicycle,2023,5,28,15,15,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.458
Theft of Bicycle,2023,6,19,18,30,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.458
Theft of Bicycle,2023,7,19,18,0,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.458
Theft of Bicycle,2023,8,11,14,0,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.458
Theft of Bicycle,2023,9,6,12,0,14XX ARBUTUS ST,Kitsilano,488906.073,5457843.408
Theft of Bicycle,2023,8,24,21,0,14XX CHESTNUT ST,Kitsilano,489360.8042,5457870.816
Theft of Bicycle,2023,11,11,2,0,14XX COMMERCIAL DR,Grandview-Woodland,494931.2845,5457671.099
Theft of Bicycle,2023,12,19,11,43,14XX SASAMAT ST,West Point Grey,484820.8526,5457942.361
Theft of Bicycle,2023,6,12,20,36,15XX ARBUTUS ST,Kitsilano,488903.1843,5457738.776
Theft of Bicycle,2023,5,24,15,0,15XX CHARLES ST,Grandview-Woodland,494682.3077,5457808.283
Theft of Bicycle,2023,3,10,20,0,15XX E 5TH AVE,Grandview-Woodland,494753.1613,5457034.368
Theft of Bicycle,2023,4,2,14,35,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.338
Theft of Bicycle,2023,10,24,1,0,15XX GRANDVIEW HWY N,Grandview-Woodland,494677.6883,5456908.861
Theft of Bicycle,2023,10,23,22,0,15XX GRANDVIEW HWY N,Grandview-Woodland,494699.8576,5456898.119
Theft of Bicycle,2023,2,1,8,59,16XX COMMERCIAL DR,Grandview-Woodland,494928.0314,5457492.892
Theft of Bicycle,2023,2,10,16,25,16XX E 4TH AVE,Grandview-Woodland,494902.4346,5457121.582
Theft of Bicycle,2023,10,16,21,10,16XX E BROADWAY AVE,Grandview-Woodland,494847.0444,5456626.036
Theft of Bicycle,2023,4,30,19,11,16XX FRANKLIN ST,Grandview-Woodland,494737.7613,5458826.069
Theft of Bicycle,2023,4,13,8,31,16XX MCLEAN DR,Grandview-Woodland,494509.9023,5457517.001
Theft of Bicycle,2023,4,20,19,45,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
Theft of Bicycle,2023,10,19,9,0,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
Theft of Bicycle,2023,10,26,11,0,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
Theft of Bicycle,2023,9,13,18,0,16XX VENABLES ST,Grandview-Woodland,494709.3348,5458223.13
Theft of Bicycle,2023,3,1,21,0,17XX E 2ND AVE,Grandview-Woodland,495012.1756,5457332.52
Theft of Bicycle,2023,4,11,2,50,17XX E GEORGIA ST,Grandview-Woodland,494920.5183,5458420.288
Theft of Bicycle,2023,5,3,4,35,17XX E GEORGIA ST,Grandview-Woodland,494920.5183,5458420.288
Theft of Bicycle,2023,4,11,18,0,17XX VINE ST,Kitsilano,488552.1477,5457527.437
Theft of Bicycle,2023,7,13,16,0,17XX VINE ST,Kitsilano,488552.1477,5457527.437
Theft of Bicycle,2023,8,21,7,45,18XX E 7TH AVE,Grandview-Woodland,495067.552,5456819.469
Theft of Bicycle,2023,3,1,0,0,18XX E 8TH AVE,Grandview-Woodland,495156.2523,5456717.967
Theft of Bicycle,2023,3,5,12,0,18XX E 8TH AVE,Grandview-Woodland,495156.2523,5456717.967
Theft of Bicycle,2023,7,9,18,0,18XX FRANCES ST,Grandview-Woodland,495157.9822,5458505.589
Theft of Bicycle,2023,11,22,16,30,18XX GRAVELEY ST,Grandview-Woodland,495113.3925,5457532.837
Theft of Bicycle,2023,7,28,18,0,18XX W 11TH AVE,Kitsilano,489311.2182,5456570.318
Theft of Bicycle,2023,7,20,11,50,18XX W 1ST AVE,Kitsilano,489414.6188,5457550.823
Theft of Bicycle,2023,6,3,19,0,18XX W 3RD AVE,Kitsilano,489386.993,5457355.328
Theft of Bicycle,2023,4,27,7,0,18XX W 7TH AVE,Kitsilano,489371.5576,5456972.319
Theft of Bicycle,2023,10,7,18,30,18XX W 7TH AVE,Kitsilano,489394.097,5456971.562
Theft of Bicycle,2023,7,4,16,30,18XX YORK AVE,Kitsilano,489268.9258,5457651.261
Theft of Bicycle,2023,5,31,22,0,19XX BAYSWATER ST,Kitsilano,487551.7848,5457401.245
Theft of Bicycle,2023,6,16,10,0,19XX COMMERCIAL DR,Grandview-Woodland,494935.022,5457196.8
Theft of Bicycle,2023,6,2,8,0,19XX CORNWALL AVE,Kitsilano,489171.1097,5457763.415
Theft of Bicycle,2023,2,21,4,30,19XX FERNDALE ST,Grandview-Woodland,495246.8596,5458543.743
Theft of Bicycle,2023,11,17,18,0,19XX STEPHENS ST,Kitsilano,487894.2345,5457323.458
Theft of Bicycle,2023,6,4,0,0,19XX W 10TH AVE,Kitsilano,489090.0933,5456687.751
Theft of Bicycle,2023,6,20,0,0,19XX W 3RD AVE,Kitsilano,489104.4086,5457373.207
Theft of Bicycle,2023,7,6,22,48,19XX W 3RD AVE,Kitsilano,489104.4086,5457373.207
Theft of Bicycle,2023,2,24,12,0,19XX W 3RD AVE,Kitsilano,489181.5044,5457362.162
Theft of Bicycle,2023,4,25,18,15,19XX W 4TH AVE,Kitsilano,489131.7621,5457262.351
Theft of Bicycle,2023,1,11,19,30,19XX W 6TH AVE,Kitsilano,489073.7828,5457074.028
Theft of Bicycle,2023,1,15,0,0,19XX W 6TH AVE,Kitsilano,489073.7828,5457074.028
Theft of Bicycle,2023,1,20,18,0,19XX W 6TH AVE,Kitsilano,489073.7828,5457074.028
Theft of Bicycle,2023,4,2,18,0,19XX W BROADWAY AVE,Kitsilano,489085.7644,5456785.151
Theft of Bicycle,2023,9,9,0,0,19XX WALLACE ST,West Point Grey,486126.3004,5457363.161
Theft of Bicycle,2023,6,16,19,0,19XX WHYTE AVE,Kitsilano,489221.2436,5458079.802
Theft of Bicycle,2023,3,2,15,45,1ST AVE / BOUNDARY RD,Hastings-Sunrise,498276.8171,5457405.477
Theft of Bicycle,2023,6,1,16,0,1XX GARDEN DR,Grandview-Woodland,495803.7112,5458997.023
